date,benzina_pump,gasolio_pump,tax_wedge_benz,tax_wedge_gas,benzina_net,gasolio_net
2015-01-01,1.51900,1.41900,1.01317,0.88536,0.50583,0.53364
2015-01-02,1.51800,1.41900,1.01317,0.88536,0.50483,0.53364
2015-01-03,1.51100,1.41500,1.01317,0.88536,0.49783,0.52964
2015-01-04,1.50900,1.41200,1.01317,0.88536,0.49583,0.52664
2015-01-05,1.50900,1.41100,0.99993,0.87449,0.50907,0.53651
2015-01-06,1.50700,1.40900,0.99993,0.87449,0.50707,0.53451
2015-01-07,1.50500,1.40900,0.99993,0.87449,0.50507,0.53451
2015-01-08,1.49900,1.40100,0.99993,0.87449,0.49907,0.52651
2015-01-09,1.49800,1.39900,0.99993,0.87449,0.49807,0.52451
2015-01-10,1.49000,1.39600,0.99993,0.87449,0.49007,0.52151
2015-01-11,1.48900,1.39200,0.99993,0.87449,0.48907,0.51751
2015-01-12,1.48900,1.38900,0.99399,0.86767,0.49501,0.52133
2015-01-13,1.48100,1.38700,0.99399,0.86767,0.48701,0.51933
2015-01-16,1.46900,1.37200,0.99399,0.86767,0.47501,0.50433
2015-01-17,1.46400,1.36900,0.99399,0.86767,0.47001,0.50133
2015-01-18,1.45900,1.36400,0.99399,0.86767,0.46501,0.49633
2015-01-19,1.45900,1.36400,0.98957,0.86264,0.46943,0.50136
2015-01-20,1.45700,1.35900,0.98957,0.86264,0.46743,0.49636
2015-01-21,1.45300,1.35700,0.98957,0.86264,0.46343,0.49436
2015-01-22,1.48900,1.39400,0.98957,0.86264,0.49943,0.53136
2015-01-23,1.48800,1.39100,0.98957,0.86264,0.49843,0.52836
2015-01-24,1.48600,1.38900,0.98957,0.86264,0.49643,0.52636
2015-01-25,1.48600,1.38900,0.98957,0.86264,0.49643,0.52636
2015-01-26,1.48600,1.38900,0.98754,0.86048,0.49846,0.52852
2015-01-27,1.48600,1.38900,0.98754,0.86048,0.49846,0.52852
2015-01-28,1.48700,1.38900,0.98754,0.86048,0.49946,0.52852
2015-01-29,1.48700,1.38900,0.98754,0.86048,0.49946,0.52852
2015-01-30,1.48700,1.38900,0.98754,0.86048,0.49946,0.52852
2015-01-31,1.48800,1.38900,0.98754,0.86048,0.50046,0.52852
2015-02-01,1.48800,1.38900,0.98754,0.86048,0.50046,0.52852
2015-02-02,1.48800,1.38900,0.98910,0.86196,0.49890,0.52704
2015-02-03,1.48900,1.39000,0.98910,0.86196,0.49990,0.52804
2015-02-04,1.49200,1.39700,0.98910,0.86196,0.50290,0.53504
2015-02-05,1.49900,1.40200,0.98910,0.86196,0.50990,0.54004
2015-02-06,1.50400,1.40900,0.98910,0.86196,0.51490,0.54704
2015-02-07,1.50900,1.41400,0.98910,0.86196,0.51990,0.55204
2015-02-08,1.51200,1.41800,0.98910,0.86196,0.52290,0.55604
2015-02-09,1.51500,1.41900,0.99479,0.61978,0.52021,0.79922
2015-02-10,1.51900,1.42400,0.99479,0.61978,0.52421,0.80422
2015-02-11,1.52900,1.43100,0.99479,0.61978,0.53421,0.81122
2015-02-12,1.53600,1.43900,0.99479,0.61978,0.54121,0.81922
2015-02-13,1.53900,1.44000,0.99479,0.61978,0.54421,0.82022
2015-02-14,1.54000,1.44400,0.99479,0.61978,0.54521,0.82422
2015-02-15,1.54400,1.44800,0.99479,0.61978,0.54921,0.82822
2015-02-16,1.54500,1.44900,1.00136,0.87418,0.54364,0.57482
2015-02-17,1.54900,1.45400,1.00136,0.87418,0.54764,0.57982
2015-02-18,1.55400,1.45900,1.00136,0.87418,0.55264,0.58482
2015-02-19,1.55600,1.45900,1.00136,0.87418,0.55464,0.58482
2015-02-20,1.55800,1.46200,1.00136,0.87418,0.55664,0.58782
2015-02-21,1.55900,1.46400,1.00136,0.87418,0.55764,0.58982
2015-02-22,1.55900,1.46500,1.00136,0.87418,0.55764,0.59082
2015-02-23,1.56000,1.46600,1.00497,0.87825,0.55503,0.58775
2015-02-24,1.56400,1.46900,1.00497,0.87825,0.55903,0.59075
2015-02-25,1.56500,1.46900,1.00497,0.87825,0.56003,0.59075
2015-02-26,1.53800,1.43900,1.00497,0.87825,0.53303,0.56075
2015-02-27,1.53700,1.43900,1.00497,0.87825,0.53203,0.56075
2015-02-28,1.53900,1.43900,1.00497,0.87825,0.53403,0.56075
2015-03-01,1.53900,1.43900,1.00497,0.87825,0.53403,0.56075
2015-03-02,1.53900,1.43900,1.00733,0.88073,0.53167,0.55827
2015-03-03,1.54200,1.44100,1.00733,0.88073,0.53467,0.56027
2015-03-04,1.54500,1.44400,1.00733,0.88073,0.53767,0.56327
2015-03-05,1.54900,1.44500,1.00733,0.88073,0.54167,0.56427
2015-03-06,1.54900,1.44700,1.00733,0.88073,0.54167,0.56627
2015-03-07,1.54900,1.44800,1.00733,0.88073,0.54167,0.56727
2015-03-08,1.54900,1.44800,1.00733,0.88073,0.54167,0.56727
2015-03-09,1.55200,1.44900,1.01013,0.88219,0.54187,0.56681
2015-03-10,1.55900,1.44900,1.01013,0.88219,0.54887,0.56681
2015-03-11,1.55900,1.44900,1.01013,0.88219,0.54887,0.56681
2015-03-12,1.55900,1.44900,1.01013,0.88219,0.54887,0.56681
2015-03-13,1.56100,1.44900,1.01013,0.88219,0.55087,0.56681
2015-03-14,1.56300,1.44900,1.01013,0.88219,0.55287,0.56681
2015-03-15,1.56400,1.44900,1.01013,0.88219,0.55387,0.56681
2015-03-16,1.56500,1.44900,1.01252,0.88203,0.55248,0.56697
2015-03-17,1.56900,1.44900,1.01252,0.88203,0.55648,0.56697
2015-03-18,1.56900,1.44900,1.01252,0.88203,0.55648,0.56697
2015-03-19,1.56900,1.44800,1.01252,0.88203,0.55648,0.56597
2015-03-20,1.56900,1.44400,1.01252,0.88203,0.55648,0.56197
2015-03-21,1.56900,1.44200,1.01252,0.88203,0.55648,0.55997
2015-03-22,1.56900,1.43900,1.01252,0.88203,0.55648,0.55697
2015-03-23,1.56900,1.43900,1.01299,0.88004,0.55601,0.55896
2015-03-24,1.56900,1.43900,1.01299,0.88004,0.55601,0.55896
2015-03-25,1.56900,1.43900,1.01299,0.88004,0.55601,0.55896
2015-03-26,1.56900,1.43800,1.01299,0.88004,0.55601,0.55796
2015-03-27,1.56900,1.43700,1.01299,0.88004,0.55601,0.55696
2015-03-28,1.56900,1.43600,1.01299,0.88004,0.55601,0.55596
2015-03-29,1.57000,1.43500,1.01299,0.88004,0.55701,0.55496
2015-03-30,1.57200,1.43600,1.01296,0.87903,0.55904,0.55697
2015-03-31,1.57400,1.43500,1.01296,0.87903,0.56104,0.55597
2015-04-01,1.57400,1.43400,1.01296,0.87903,0.56104,0.55497
2015-04-02,1.57400,1.43300,1.01296,0.87903,0.56104,0.55397
2015-04-03,1.57200,1.43100,1.01296,0.87903,0.55904,0.55197
2015-04-04,1.57000,1.42900,1.01296,0.87903,0.55704,0.54997
2015-04-05,1.56900,1.42900,1.01296,0.87903,0.55604,0.54997
2015-04-06,1.56900,1.42900,1.01296,0.87903,0.55604,0.54997
2015-04-07,1.56900,1.42900,1.01296,0.87903,0.55604,0.54997
2015-04-08,1.56900,1.42900,1.01296,0.87903,0.55604,0.54997
2015-04-09,1.56900,1.42900,1.01296,0.87903,0.55604,0.54997
2015-04-10,1.56900,1.42900,1.01296,0.87903,0.55604,0.54997
2015-04-11,1.56900,1.42900,1.01296,0.87903,0.55604,0.54997
2015-04-12,1.56900,1.42900,1.01296,0.87903,0.55604,0.54997
2015-04-13,1.56900,1.42900,1.01236,0.62179,0.55664,0.80721
2015-04-14,1.56900,1.42900,1.01236,0.62179,0.55664,0.80721
2015-04-15,1.57200,1.42900,1.01236,0.62179,0.55964,0.80721
2015-04-16,1.57700,1.43300,1.01236,0.62179,0.56464,0.81121
2015-04-17,1.57900,1.43900,1.01236,0.62179,0.56664,0.81721
2015-04-18,1.58400,1.43900,1.01236,0.62179,0.57164,0.81721
2015-04-19,1.58600,1.43900,1.01236,0.62179,0.57364,0.81721
2015-04-20,1.58700,1.44200,1.01417,0.87927,0.57283,0.56273
2015-04-21,1.58900,1.44600,1.01417,0.87927,0.57483,0.56673
2015-04-22,1.58900,1.44900,1.01417,0.87927,0.57483,0.56973
2015-04-23,1.59200,1.44900,1.01417,0.87927,0.57783,0.56973
2015-04-24,1.59500,1.44900,1.01417,0.87927,0.58083,0.56973
2015-04-25,1.59900,1.45200,1.01417,0.87927,0.58483,0.57273
2015-04-26,1.59900,1.45300,1.01417,0.87927,0.58483,0.57373
2015-04-27,1.59900,1.45400,1.01724,0.88209,0.58176,0.57191
2015-04-28,1.59900,1.45900,1.01724,0.88209,0.58176,0.57691
2015-04-29,1.60300,1.45900,1.01724,0.88209,0.58576,0.57691
2015-04-30,1.60500,1.45900,1.01724,0.88209,0.58776,0.57691
2015-05-01,1.60700,1.45900,1.01724,0.88209,0.58976,0.57691
2015-05-02,1.60700,1.45900,1.01724,0.88209,0.58976,0.57691
2015-05-03,1.60800,1.46000,1.01724,0.88209,0.59076,0.57791
2015-05-04,1.60800,1.46200,1.01884,0.88352,0.58916,0.57848
2015-05-05,1.60900,1.46300,1.01884,0.88352,0.59016,0.57948
2015-05-06,1.60900,1.46400,1.01884,0.88352,0.59016,0.58048
2015-05-07,1.60900,1.46800,1.01884,0.88352,0.59016,0.58448
2015-05-08,1.61400,1.46900,1.01884,0.88352,0.59516,0.58548
2015-05-09,1.61400,1.46900,1.01884,0.88352,0.59516,0.58548
2015-05-10,1.61400,1.46900,1.01884,0.88352,0.59516,0.58548
2015-05-11,1.61500,1.46900,1.01994,0.63250,0.59506,0.83650
2015-05-12,1.61600,1.46900,1.01994,0.63250,0.59606,0.83650
2015-05-13,1.61700,1.46900,1.01994,0.63250,0.59706,0.83650
2015-05-14,1.61500,1.46900,1.01994,0.63250,0.59506,0.83650
2015-05-15,1.61500,1.46900,1.01994,0.63250,0.59506,0.83650
2015-05-16,1.61400,1.46900,1.01994,0.63250,0.59406,0.83650
2015-05-17,1.61400,1.46900,1.01994,0.63250,0.59406,0.83650
2015-05-18,1.61400,1.46900,1.01983,0.88482,0.59417,0.58418
2015-05-19,1.61400,1.46900,1.01983,0.88482,0.59417,0.58418
2015-05-20,1.61400,1.46900,1.01983,0.88482,0.59417,0.58418
2015-05-21,1.61400,1.46900,1.01983,0.88482,0.59417,0.58418
2015-05-22,1.61400,1.46900,1.01983,0.88482,0.59417,0.58418
2015-05-23,1.61400,1.46900,1.01983,0.88482,0.59417,0.58418
2015-05-24,1.61400,1.46900,1.01983,0.88482,0.59417,0.58418
2015-05-25,1.61400,1.46900,1.01949,0.88467,0.59451,0.58433
2015-05-26,1.61500,1.46900,1.01949,0.88467,0.59551,0.58433
2015-05-27,1.61700,1.47200,1.01949,0.88467,0.59751,0.58733
2015-05-28,1.61700,1.47300,1.01949,0.88467,0.59751,0.58833
2015-05-29,1.61700,1.47300,1.01949,0.88467,0.59751,0.58833
2015-05-30,1.61600,1.47100,1.01949,0.88467,0.59651,0.58633
2015-05-31,1.61500,1.46900,1.01949,0.88467,0.59551,0.58433
2015-06-01,1.61500,1.47000,1.01984,0.88512,0.59516,0.58488
2015-06-02,1.61500,1.46900,1.01984,0.88512,0.59516,0.58388
2015-06-03,1.61600,1.46900,1.01984,0.88512,0.59616,0.58388
2015-06-04,1.61900,1.47200,1.01984,0.88512,0.59916,0.58688
2015-06-05,1.61900,1.47300,1.01984,0.88512,0.59916,0.58788
2015-06-06,1.61900,1.47000,1.01984,0.88512,0.59916,0.58488
2015-06-07,1.61900,1.46900,1.01984,0.88512,0.59916,0.58388
2015-06-08,1.61900,1.46900,1.02035,0.62932,0.59865,0.83968
2015-06-09,1.61900,1.46900,1.02035,0.62932,0.59865,0.83968
2015-06-10,1.61900,1.46800,1.02035,0.62932,0.59865,0.83868
2015-06-11,1.61900,1.46700,1.02035,0.62932,0.59865,0.83768
2015-06-12,1.61900,1.46500,1.02035,0.62932,0.59865,0.83568
2015-06-13,1.61900,1.46500,1.02035,0.62932,0.59865,0.83568
2015-06-14,1.62100,1.46400,1.02035,0.62932,0.60065,0.83468
2015-06-15,1.62200,1.46400,1.02111,0.62990,0.60089,0.83410
2015-06-16,1.62500,1.46400,1.02111,0.62990,0.60389,0.83410
2015-06-17,1.62700,1.46200,1.02111,0.62990,0.60589,0.83210
2015-06-18,1.62900,1.46000,1.02111,0.62990,0.60789,0.83010
2015-06-19,1.62900,1.45900,1.02111,0.62990,0.60789,0.82910
2015-06-20,1.62900,1.45900,1.02111,0.62990,0.60789,0.82910
2015-06-21,1.62900,1.45900,1.02111,0.62990,0.60789,0.82910
2015-06-22,1.62900,1.45900,1.02261,0.88306,0.60639,0.57594
2015-06-23,1.62900,1.45900,1.02261,0.88306,0.60639,0.57594
2015-06-24,1.62900,1.45900,1.02261,0.88306,0.60639,0.57594
2015-06-25,1.62800,1.45900,1.02261,0.88306,0.60539,0.57594
2015-06-26,1.62600,1.45500,1.02261,0.88306,0.60339,0.57194
2015-06-27,1.62400,1.45400,1.02261,0.88306,0.60139,0.57094
2015-06-28,1.62400,1.45200,1.02261,0.88306,0.60139,0.56894
2015-06-29,1.62400,1.45200,1.02195,0.88133,0.60205,0.57067
2015-06-30,1.62200,1.44900,1.02195,0.88133,0.60005,0.56767
2015-07-01,1.62200,1.44900,1.02195,0.88133,0.60005,0.56767
2015-07-02,1.62200,1.44900,1.02195,0.88133,0.60005,0.56767
2015-07-03,1.62100,1.44900,1.02195,0.88133,0.59905,0.56767
2015-07-04,1.62000,1.44900,1.02195,0.88133,0.59805,0.56767
2015-07-05,1.62000,1.44900,1.02195,0.88133,0.59805,0.56767
2015-07-06,1.62100,1.44900,1.02147,0.88074,0.59953,0.56826
2015-07-07,1.62100,1.44900,1.02147,0.88074,0.59953,0.56826
2015-07-08,1.62100,1.44900,1.02147,0.88074,0.59953,0.56826
2015-07-09,1.62000,1.44800,1.02147,0.88074,0.59853,0.56726
2015-07-10,1.62200,1.44500,1.02147,0.88074,0.60053,0.56426
2015-07-11,1.62500,1.44400,1.02147,0.88074,0.60353,0.56326
2015-07-12,1.62700,1.44300,1.02147,0.88074,0.60553,0.56226
2015-07-13,1.62700,1.44300,1.02198,0.87948,0.60502,0.56352
2015-07-14,1.62900,1.43900,1.02198,0.87948,0.60702,0.55952
2015-07-15,1.62900,1.43900,1.02198,0.87948,0.60702,0.55952
2015-07-16,1.62900,1.43900,1.02198,0.87948,0.60702,0.55952
2015-07-17,1.62800,1.43800,1.02198,0.87948,0.60602,0.55852
2015-07-18,1.62600,1.43400,1.02198,0.87948,0.60402,0.55452
2015-07-19,1.62500,1.43300,1.02198,0.87948,0.60302,0.55352
2015-07-20,1.62500,1.43300,1.02229,0.87851,0.60271,0.55449
2015-07-21,1.62300,1.42900,1.02229,0.87851,0.60071,0.55049
2015-07-22,1.61900,1.42900,1.02229,0.87851,0.59671,0.55049
2015-07-23,1.61900,1.42900,1.02229,0.87851,0.59671,0.55049
2015-07-24,1.61900,1.42500,1.02229,0.87851,0.59671,0.54649
2015-07-25,1.61800,1.42300,1.02229,0.87851,0.59571,0.54449
2015-07-26,1.61500,1.41900,1.02229,0.87851,0.59271,0.54049
2015-07-27,1.61400,1.41900,1.01989,0.87580,0.59411,0.54320
2015-07-28,1.60900,1.41900,1.01989,0.87580,0.58911,0.54320
2015-07-29,1.60700,1.41800,1.01989,0.87580,0.58711,0.54220
2015-07-30,1.60000,1.41300,1.01989,0.87580,0.58011,0.53720
2015-07-31,1.59900,1.40900,1.01989,0.87580,0.57911,0.53320
2015-08-01,1.59900,1.40800,1.01989,0.87580,0.57911,0.53220
2015-08-02,1.59900,1.40500,1.01989,0.87580,0.57911,0.52920
2015-08-03,1.59900,1.40400,1.01559,0.87296,0.58341,0.53104
2015-08-04,1.59400,1.39900,1.01559,0.87296,0.57841,0.52604
2015-08-05,1.58900,1.39900,1.01559,0.87296,0.57341,0.52604
2015-08-06,1.58900,1.39900,1.01559,0.87296,0.57341,0.52604
2015-08-07,1.58700,1.39900,1.01559,0.87296,0.57141,0.52604
2015-08-08,1.58200,1.39500,1.01559,0.87296,0.56641,0.52204
2015-08-09,1.57900,1.39300,1.01559,0.87296,0.56341,0.52004
2015-08-10,1.57900,1.39200,1.01227,0.61587,0.56673,0.77613
2015-08-11,1.57900,1.38900,1.01227,0.61587,0.56673,0.77313
2015-08-12,1.57500,1.38900,1.01227,0.61587,0.56273,0.77313
2015-08-13,1.57200,1.38900,1.01227,0.61587,0.55973,0.77313
2015-08-14,1.56900,1.38800,1.01227,0.61587,0.55673,0.77213
2015-08-15,1.56900,1.38800,1.01227,0.61587,0.55673,0.77213
2015-08-16,1.56900,1.38700,1.01227,0.61587,0.55673,0.77113
2015-08-17,1.56900,1.38700,1.01031,0.86908,0.55869,0.51792
2015-08-18,1.56900,1.38400,1.01031,0.86908,0.55869,0.51492
2015-08-19,1.56800,1.38300,1.01031,0.86908,0.55769,0.51392
2015-08-20,1.56700,1.37900,1.01031,0.86908,0.55669,0.50992
2015-08-21,1.56100,1.37900,1.01031,0.86908,0.55069,0.50992
2015-08-22,1.55900,1.37900,1.01031,0.86908,0.54869,0.50992
2015-08-23,1.55900,1.37800,1.01031,0.86908,0.54869,0.50892
2015-08-24,1.55800,1.37600,1.00663,0.86652,0.55137,0.50948
2015-08-25,1.54900,1.36900,1.00663,0.86652,0.54237,0.50248
2015-08-26,1.54300,1.36500,1.00663,0.86652,0.53637,0.49848
2015-08-27,1.53800,1.35900,1.00663,0.86652,0.53137,0.49248
2015-08-28,1.52900,1.35400,1.00663,0.86652,0.52237,0.48748
2015-08-29,1.52500,1.34900,1.00663,0.86652,0.51837,0.48248
2015-08-30,1.51900,1.34900,1.00663,0.86652,0.51237,0.48248
2015-08-31,1.51900,1.34900,0.99999,0.86104,0.51901,0.48796
2015-09-01,1.51400,1.34300,0.99999,0.86104,0.51401,0.48196
2015-09-02,1.50900,1.34300,0.99999,0.86104,0.50901,0.48196
2015-09-03,1.50900,1.34300,0.99999,0.86104,0.50901,0.48196
2015-09-04,1.50500,1.34400,0.99999,0.86104,0.50501,0.48296
2015-09-05,1.50500,1.34900,0.99999,0.86104,0.50501,0.48796
2015-09-06,1.50700,1.34900,0.99999,0.86104,0.50701,0.48796
2015-09-07,1.50700,1.34900,0.99856,0.86214,0.50844,0.48686
2015-09-08,1.50900,1.35300,0.99856,0.86214,0.51044,0.49086
2015-09-09,1.50900,1.35400,0.99856,0.86214,0.51044,0.49186
2015-09-10,1.50900,1.35700,0.99856,0.86214,0.51044,0.49486
2015-09-11,1.50900,1.35800,0.99856,0.86214,0.51044,0.49586
2015-09-12,1.50800,1.35800,0.99856,0.86214,0.50944,0.49586
2015-09-13,1.50700,1.35500,0.99856,0.86214,0.50844,0.49286
2015-09-14,1.50500,1.35500,0.99934,0.86438,0.50566,0.49062
2015-09-15,1.50200,1.35300,0.99934,0.86438,0.50266,0.48862
2015-09-16,1.49900,1.34900,0.99934,0.86438,0.49966,0.48462
2015-09-17,1.49900,1.34900,0.99934,0.86438,0.49966,0.48462
2015-09-18,1.49900,1.34900,0.99934,0.86438,0.49966,0.48462
2015-09-19,1.49700,1.34800,0.99934,0.86438,0.49766,0.48362
2015-09-20,1.49500,1.34600,0.99934,0.86438,0.49566,0.48162
2015-09-21,1.49400,1.34500,0.99668,0.86247,0.49732,0.48253
2015-09-22,1.48900,1.34300,0.99668,0.86247,0.49232,0.48053
2015-09-23,1.48900,1.33900,0.99668,0.86247,0.49232,0.47653
2015-09-24,1.48900,1.33900,0.99668,0.86247,0.49232,0.47653
2015-09-25,1.48700,1.33900,0.99668,0.86247,0.49032,0.47653
2015-09-26,1.48600,1.33900,0.99668,0.86247,0.48932,0.47653
2015-09-27,1.48400,1.33900,0.99668,0.86247,0.48732,0.47653
2015-09-28,1.48400,1.33900,0.99497,0.86125,0.48903,0.47775
2015-09-29,1.48200,1.33900,0.99497,0.86125,0.48703,0.47775
2015-09-30,1.47900,1.33900,0.99497,0.86125,0.48403,0.47775
2015-10-01,1.47900,1.33900,0.99497,0.86125,0.48403,0.47775
2015-10-02,1.47900,1.33800,0.99497,0.86125,0.48403,0.47675
2015-10-03,1.47900,1.33600,0.99497,0.86125,0.48403,0.47475
2015-10-04,1.47900,1.33500,0.99497,0.86125,0.48403,0.47375
2015-10-05,1.47900,1.33500,0.99403,0.86069,0.48497,0.47431
2015-10-06,1.47900,1.33400,0.99403,0.86069,0.48497,0.47331
2015-10-07,1.47900,1.33500,0.99403,0.86069,0.48497,0.47431
2015-10-08,1.47900,1.33900,0.99403,0.86069,0.48497,0.47831
2015-10-09,1.47900,1.33900,0.99403,0.86069,0.48497,0.47831
2015-10-10,1.48200,1.33900,0.99403,0.86069,0.48797,0.47831
2015-10-11,1.48200,1.33900,0.99403,0.86069,0.48797,0.47831
2015-10-12,1.48300,1.33900,0.99538,0.61220,0.48762,0.72680
2015-10-13,1.48400,1.33900,0.99538,0.61220,0.48862,0.72680
2015-10-14,1.48500,1.33900,0.99538,0.61220,0.48962,0.72680
2015-10-15,1.48300,1.33900,0.99538,0.61220,0.48762,0.72680
2015-10-16,1.47900,1.33900,0.99538,0.61220,0.48362,0.72680
2015-10-17,1.47900,1.33700,0.99538,0.61220,0.48362,0.72480
2015-10-18,1.47900,1.33400,0.99538,0.61220,0.48362,0.72180
2015-10-19,1.47900,1.33300,0.99464,0.60655,0.48436,0.72645
2015-10-20,1.47700,1.32900,0.99464,0.60655,0.48236,0.72245
2015-10-21,1.47400,1.32900,0.99464,0.60655,0.47936,0.72245
2015-10-22,1.46900,1.32900,0.99464,0.60655,0.47436,0.72245
2015-10-23,1.46900,1.32800,0.99464,0.60655,0.47436,0.72145
2015-10-24,1.46900,1.32500,0.99464,0.60655,0.47436,0.71845
2015-10-25,1.46800,1.32400,0.99464,0.60655,0.47336,0.71745
2015-10-26,1.46800,1.32400,0.99192,0.85886,0.47608,0.46514
2015-10-27,1.46500,1.32300,0.99192,0.85886,0.47308,0.46414
2015-10-28,1.46300,1.32100,0.99192,0.85886,0.47108,0.46214
2015-10-29,1.45900,1.31900,0.99192,0.85886,0.46708,0.46014
2015-10-30,1.45900,1.31900,0.99192,0.85886,0.46708,0.46014
2015-10-31,1.46200,1.32250,0.99192,0.85886,0.47008,0.46364
2015-11-01,1.46200,1.32300,0.99192,0.85886,0.47008,0.46414
2015-11-02,1.46400,1.32400,0.99092,0.85873,0.47308,0.46527
2015-11-03,1.46400,1.32500,0.99092,0.85873,0.47308,0.46627
2015-11-04,1.46500,1.32700,0.99092,0.85873,0.47408,0.46827
2015-11-05,1.46900,1.32900,0.99092,0.85873,0.47808,0.47027
2015-11-06,1.46900,1.32900,0.99092,0.85873,0.47808,0.47027
2015-11-07,1.46900,1.32900,0.99092,0.85873,0.47808,0.47027
2015-11-08,1.46900,1.32900,0.99092,0.85873,0.47808,0.47027
2015-11-09,1.46900,1.32900,0.99216,0.86006,0.47684,0.46894
2015-11-10,1.46900,1.32900,0.99216,0.86006,0.47684,0.46894
2015-11-11,1.46900,1.32900,0.99216,0.86006,0.47684,0.46894
2015-11-12,1.46900,1.32900,0.99216,0.86006,0.47684,0.46894
2015-11-13,1.46800,1.32900,0.99216,0.86006,0.47584,0.46894
2015-11-14,1.46700,1.32900,0.99216,0.86006,0.47484,0.46894
2015-11-15,1.46500,1.32900,0.99216,0.86006,0.47284,0.46894
2015-11-16,1.46500,1.32900,0.99182,0.85983,0.47318,0.46917
2015-11-17,1.46200,1.32900,0.99182,0.85983,0.47018,0.46917
2015-11-18,1.45900,1.32400,0.99182,0.85983,0.46718,0.46417
2015-11-19,1.45900,1.32000,0.99182,0.85983,0.46718,0.46017
2015-11-20,1.45900,1.31900,0.99182,0.85983,0.46718,0.45917
2015-11-21,1.45900,1.31900,0.99182,0.85983,0.46718,0.45917
2015-11-22,1.45700,1.31900,0.99182,0.85983,0.46518,0.45917
2015-11-23,1.45700,1.31900,0.98994,0.60586,0.46706,0.71314
2015-11-24,1.45400,1.31900,0.98994,0.60586,0.46406,0.71314
2015-11-25,1.45600,1.31900,0.98994,0.60586,0.46606,0.71314
2015-11-26,1.45900,1.31900,0.98994,0.60586,0.46906,0.71314
2015-11-27,1.45900,1.31900,0.98994,0.60586,0.46906,0.71314
2015-11-28,1.45900,1.31900,0.98994,0.60586,0.46906,0.71314
2015-11-29,1.45900,1.31900,0.98994,0.60586,0.46906,0.71314
2015-11-30,1.45900,1.31900,0.99123,0.85877,0.46777,0.46023
2015-12-01,1.45900,1.31900,0.99123,0.85877,0.46777,0.46023
2015-12-02,1.45900,1.31900,0.99123,0.85877,0.46777,0.46023
2015-12-03,1.45900,1.31900,0.99123,0.85877,0.46777,0.46023
2015-12-04,1.45900,1.31900,0.99123,0.85877,0.46777,0.46023
2015-12-05,1.45900,1.31800,0.99123,0.85877,0.46777,0.45923
2015-12-06,1.45900,1.31400,0.99123,0.85877,0.46777,0.45523
2015-12-07,1.45900,1.31400,0.99171,0.85779,0.46729,0.45621
2015-12-08,1.45900,1.30900,0.99171,0.85779,0.46729,0.45121
2015-12-09,1.45900,1.30900,0.99171,0.85779,0.46729,0.45121
2015-12-10,1.45900,1.30800,0.99171,0.85779,0.46729,0.45021
2015-12-11,1.45500,1.29900,0.99171,0.85779,0.46329,0.44121
2015-12-12,1.45000,1.29900,0.99171,0.85779,0.45829,0.44121
2015-12-13,1.44900,1.29900,0.99171,0.85779,0.45729,0.44121
2015-12-14,1.44900,1.29900,0.99008,0.85396,0.45892,0.44504
2015-12-15,1.44900,1.29300,0.99008,0.85396,0.45892,0.43904
2015-12-16,1.44600,1.28900,0.99008,0.85396,0.45592,0.43504
2015-12-17,1.44200,1.27900,0.99008,0.85396,0.45192,0.42504
2015-12-18,1.43900,1.27900,0.99008,0.85396,0.44892,0.42504
2015-12-19,1.43900,1.26900,0.99008,0.85396,0.44892,0.41504
2015-12-20,1.43900,1.26900,0.99008,0.85396,0.44892,0.41504
2015-12-21,1.43900,1.26900,0.98793,0.59112,0.45107,0.67788
2015-12-22,1.43900,1.26300,0.98793,0.59112,0.45107,0.67188
2015-12-23,1.43700,1.25900,0.98793,0.59112,0.44907,0.66788
2015-12-24,1.43400,1.25800,0.98793,0.59112,0.44607,0.66688
2015-12-25,1.43400,1.25400,0.98793,0.59112,0.44607,0.66288
2015-12-26,1.43400,1.25400,0.98793,0.59112,0.44607,0.66288
2015-12-27,1.43300,1.25400,0.98793,0.59112,0.44507,0.66288
2015-12-28,1.43300,1.25300,0.98793,0.59112,0.44507,0.66188
2015-12-29,1.43000,1.24900,0.98793,0.59112,0.44207,0.65788
2015-12-30,1.42900,1.24900,0.98793,0.59112,0.44107,0.65788
2015-12-31,1.42900,1.24900,0.98793,0.59112,0.44107,0.65788
2016-01-01,1.42900,1.24700,0.98793,0.59112,0.44107,0.65588
2016-01-02,1.42900,1.24700,0.98793,0.59112,0.44107,0.65588
2016-01-03,1.42900,1.24500,0.98793,0.59112,0.44107,0.65388
2016-01-04,1.42900,1.24400,0.98628,0.84390,0.44272,0.40010
2016-01-05,1.42900,1.24100,0.98628,0.84390,0.44272,0.39710
2016-01-06,1.42900,1.23900,0.98628,0.84390,0.44272,0.39510
2016-01-07,1.42900,1.23900,0.98628,0.84390,0.44272,0.39510
2016-01-08,1.42900,1.23900,0.98628,0.84390,0.44272,0.39510
2016-01-09,1.42900,1.23900,0.98628,0.84390,0.44272,0.39510
2016-01-10,1.42900,1.23800,0.98628,0.84390,0.44272,0.39410
2016-01-11,1.42900,1.23700,0.98567,0.84233,0.44333,0.39467
2016-01-12,1.42600,1.22900,0.98567,0.84233,0.44033,0.38667
2016-01-13,1.42200,1.22900,0.98567,0.84233,0.43633,0.38667
2016-01-14,1.41900,1.22300,0.98567,0.84233,0.43333,0.38067
