metodo,mode,detect_target,evento,carburante,shock,break_date,break_method,pre_win_days,post_win_days,n_pre,n_post,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,extra_mean_eurl,r2_ols,dw_stat,aic_ols,gain_ols_meur,gain_ols_ci_low,gain_ols_ci_high,chow_F,chow_p,gamma_available,gain_gamma_meur,gain_gamma_ci_low,gain_gamma_ci_high,gamma_phi_ml,gamma_phi_pearson,gamma_dev_df,gamma_overdispersed,gamma_aic,gamma_bic,gamma_shift_eurl,gamma_skew_pre,gamma_kurt_pre,gamma_cv_pre,gamma_link_pval,gamma_sw_p_log,sw_stat,sw_p,lb_stat,lb_p,bg_stat,bg_p,note
v6_glm_gamma,fixed,fixed,Ucraina (Feb 2022),benzina,2022-02-24,2022-02-24,fixed_at_shock,90,30,90,28,14.6,12.1,16.9,0.04333,0.5128,0.444,-459.46,16.0,2.5,29.5,0.537,0.5878,True,14.6,12.1,16.9,0.0074,0.0074,0.0077,False,-470.01,-395.31,0.0001,0.9138,0.3203,0.1314,0.0114,0.0002,0.9394,0.0004,74.888,0.0,53.644,0.0001,"GLM Gamma log-link, mode=fixed, phi_ml=0.007"
v6_glm_gamma,fixed,fixed,Ucraina (Feb 2022),gasolio,2022-02-24,2022-02-24,fixed_at_shock,90,30,90,28,-0.9,-5.9,3.8,-0.00131,0.6565,0.261,-464.01,5.9,-23.7,35.4,1.031,0.3636,True,-0.9,-5.9,3.8,0.0113,0.0113,0.011,False,-464.75,-395.01,0.0001,0.5351,-0.6234,0.1765,0.0,0.0155,0.9547,0.0033,240.236,0.0,70.778,0.0,"GLM Gamma log-link, mode=fixed, phi_ml=0.011"
v6_glm_gamma,fixed,fixed,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-13,fixed_at_shock,90,30,90,30,14.1,11.8,16.4,0.03929,0.432,0.346,-508.15,14.8,3.9,25.7,6.0,0.0044,True,14.1,11.8,16.4,0.0032,0.0032,0.0033,False,-508.85,-395.69,0.0001,0.3376,-0.5622,0.0763,0.0,0.0522,0.9103,0.0,145.088,0.0,65.722,0.0,"GLM Gamma log-link, mode=fixed, phi_ml=0.003"
v6_glm_gamma,fixed,fixed,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-13,fixed_at_shock,90,30,90,30,-3.1,-9.4,2.9,-0.00418,0.2888,0.226,-464.09,-2.8,-31.2,25.6,4.421,0.0165,True,-3.1,-9.4,2.9,0.0056,0.0056,0.0056,False,-468.31,-395.49,0.0001,0.4895,-0.3074,0.0897,0.0,0.1796,0.9778,0.1267,296.398,0.0,74.051,0.0,"GLM Gamma log-link, mode=fixed, phi_ml=0.006"
v6_glm_gamma,fixed,fixed,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-28,fixed_at_shock,90,30,90,30,-4.8,-6.4,-3.3,-0.01342,0.0702,0.862,-605.19,-4.8,-10.9,1.3,4.068,0.0224,True,-4.8,-6.4,-3.3,0.0009,0.0009,0.0009,False,-606.2,-395.91,0.0001,0.581,0.9014,0.0307,0.4491,0.2089,0.953,0.0026,69.977,0.0,40.096,0.0049,"GLM Gamma log-link, mode=fixed, phi_ml=0.001"
v6_glm_gamma,fixed,fixed,Hormuz (Feb 2026),gasolio,2026-02-28,2026-02-28,fixed_at_shock,90,30,90,30,-35.3,-40.9,-30.0,-0.04708,0.6294,0.39,-473.19,-32.1,-59.4,-4.7,4.872,0.0112,True,-35.3,-40.9,-30.0,0.0051,0.0051,0.005,False,-473.31,-395.54,0.0001,0.1063,-1.0965,0.1154,0.7924,0.0081,0.9923,0.884,160.851,0.0,63.533,0.0,"GLM Gamma log-link, mode=fixed, phi_ml=0.005"
