metodo,mode,break_method,evento,carburante,shock,break_date,break_score_naive,pre_win_days,post_win_days,n_pre,n_post,extra_mean_eurl,extra_sum_eurl,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,r2_ols,slope_eurl_day,ci_type,sw_stat,sw_p,lb_stat,lb_p,bg_stat,bg_p,diag_n_lags,note
v1_naive,detected,glm_poisson_02c,Ucraina (Feb 2022),benzina,2022-02-24,2022-03-09,,30,30,30,15,0.15772,2.3658,28.4,14.9,41.9,0.314,-0.002436,OLS_iid_95pct,0.9745,0.6676,28.232,0.0002,22.473,0.0021,7,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Ucraina (Feb 2022),gasolio,2022-02-24,2022-03-11,,30,30,30,13,0.36346,4.725,118.1,70.4,165.8,0.6334,-0.009317,OLS_iid_95pct,0.9513,0.1832,38.355,0.0,20.653,0.0043,7,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-20,,30,30,30,23,0.04629,1.0648,12.8,10.0,15.5,0.6487,-0.000628,OLS_iid_95pct,0.98,0.826,10.424,0.1658,11.955,0.102,7,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-03,,30,30,30,40,-0.00132,-0.053,-1.3,-28.2,25.5,0.2273,-0.000624,OLS_iid_95pct,0.9566,0.2528,20.307,0.0049,13.145,0.0687,7,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-26,,30,30,30,32,-0.01271,-0.4068,-4.9,-12.1,2.3,0.0139,-0.0001,OLS_iid_95pct,0.9264,0.0394,14.047,0.0504,12.4,0.0881,7,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Hormuz (Feb 2026),gasolio,2026-02-28,2026-03-01,,30,30,30,29,-0.06565,-1.9038,-47.6,-76.3,-18.9,0.0152,-0.000223,OLS_iid_95pct,0.9597,0.3042,20.095,0.0054,14.856,0.0379,7,"OLS naïve, residui i.i.d., mode=detected"
