metodo,mode,detect_target,evento,carburante,shock,break_date,break_method,pre_win_days,post_win_days,n_pre,n_post,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,extra_mean_eurl,r2_ols,dw_stat,aic_ols,gain_ols_meur,gain_ols_ci_low,gain_ols_ci_high,chow_F,chow_p,gamma_available,gain_gamma_meur,gain_gamma_ci_low,gain_gamma_ci_high,gamma_phi_ml,gamma_phi_pearson,gamma_dev_df,gamma_overdispersed,gamma_aic,gamma_bic,gamma_shift_eurl,gamma_skew_pre,gamma_kurt_pre,gamma_cv_pre,gamma_link_pval,gamma_sw_p_log,sw_stat,sw_p,lb_stat,lb_p,bg_stat,bg_p,note
v6_glm_gamma,detected,margin,Ucraina (Feb 2022),benzina,2022-02-24,2022-03-09,glm_poisson_02c,90,30,90,15,18.9,17.5,20.3,0.10517,0.5128,0.444,-459.46,19.9,12.5,27.3,6.638,0.0026,True,18.9,17.5,20.3,0.0074,0.0074,0.0077,False,-470.01,-395.31,0.0001,0.9138,0.3203,0.1314,0.0114,0.0002,0.9394,0.0004,74.888,0.0,53.644,0.0001,"GLM Gamma log-link, mode=detected, detect=margin, phi_ml=0.007"
v6_glm_gamma,detected,margin,Ucraina (Feb 2022),gasolio,2022-02-24,2022-03-11,glm_poisson_02c,90,30,90,13,39.5,36.9,41.8,0.12142,0.6565,0.261,-464.01,43.4,29.3,57.6,14.609,0.0,True,39.5,36.9,41.8,0.0113,0.0113,0.011,False,-464.75,-395.01,0.0001,0.5351,-0.6234,0.1765,0.0,0.0155,0.9547,0.0033,240.236,0.0,70.778,0.0,"GLM Gamma log-link, mode=detected, detect=margin, phi_ml=0.011"
v6_glm_gamma,detected,margin,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-20,glm_poisson_02c,90,30,90,23,13.5,11.6,15.3,0.04882,0.432,0.346,-508.15,14.0,5.6,22.4,67.357,0.0,True,13.5,11.6,15.3,0.0032,0.0032,0.0033,False,-508.85,-395.69,0.0001,0.3376,-0.5622,0.0763,0.0,0.0522,0.9103,0.0,145.088,0.0,65.722,0.0,"GLM Gamma log-link, mode=detected, detect=margin, phi_ml=0.003"
v6_glm_gamma,detected,margin,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-03,glm_poisson_02c,90,30,90,40,-15.0,-24.0,-6.4,-0.01504,0.1992,0.26,-471.67,-14.5,-49.8,20.9,10.002,0.0002,True,-15.0,-24.0,-6.4,0.005,0.005,0.0049,False,-474.32,-395.55,0.0001,0.45,-0.6576,0.0791,0.053,0.0376,0.9751,0.0817,317.546,0.0,71.054,0.0,"GLM Gamma log-link, mode=detected, detect=margin, phi_ml=0.005"
v6_glm_gamma,detected,margin,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-26,glm_poisson_02c,90,30,90,32,-5.4,-7.1,-3.8,-0.01416,0.0576,0.849,-608.19,-5.4,-11.9,1.0,1.764,0.1807,True,-5.4,-7.1,-3.8,0.0009,0.0009,0.0008,False,-609.14,-395.91,0.0001,0.5765,0.9554,0.0299,0.9313,0.1418,0.9514,0.0021,70.807,0.0,40.258,0.0046,"GLM Gamma log-link, mode=detected, detect=margin, phi_ml=0.001"
v6_glm_gamma,detected,margin,Hormuz (Feb 2026),gasolio,2026-02-28,2026-03-01,glm_poisson_02c,90,30,90,29,-35.4,-40.8,-30.2,-0.04881,0.6294,0.39,-473.19,-32.2,-58.6,-5.7,6.438,0.003,True,-35.4,-40.8,-30.2,0.0051,0.0051,0.005,False,-473.31,-395.54,0.0001,0.1063,-1.0965,0.1154,0.7924,0.0081,0.9923,0.884,160.851,0.0,63.533,0.0,"GLM Gamma log-link, mode=detected, detect=margin, phi_ml=0.005"
