metodo,mode,detect_target,evento,carburante,shock,break_date,break_method,detection_algo,l2_d_max,pre_win_days,post_win_days,n_pre,n_post,extra_mean_eurl,extra_sum_eurl,gain_ols_meur,gain_ci_low_meur,gain_ci_high_meur,r2_ols,slope_eurl_day,t_stat_ar1,p_bonf_ar1,chow_F,chow_p,dw_stat,hac_maxlags,ci_type_ols,gain_poisson_meur,poisson_shift_eurl,poisson_pearson_disp,poisson_overdispersed,poisson_aic,poisson_available,sw_stat,sw_p,lb_stat,lb_p,bg_stat,bg_p,diag_n_lags,note
v2_intermediate,fixed,fixed,Ucraina (Feb 2022),benzina,2022-02-24,2022-02-24,fixed_at_shock,window_l2_discrepancy,,90,30,90,28,0.04767,1.3348,16.0,2.5,29.5,0.5128,-0.000728,,,0.537,0.5878,0.444,3,HAC_NW_95pct,14.8,0.0001,0.002,False,83.01,True,0.9394,0.0004,74.888,0.0,53.644,0.0001,20,"OLS HAC Newey-West + GLM Poisson (shift), mode=fixed"
v2_intermediate,fixed,fixed,Ucraina (Feb 2022),gasolio,2022-02-24,2022-02-24,fixed_at_shock,window_l2_discrepancy,,90,30,90,28,0.00838,0.2347,5.9,-23.7,35.4,0.6565,-0.000956,,,1.031,0.3636,0.261,3,HAC_NW_95pct,0.9,0.0001,0.002,False,76.14,True,0.9547,0.0033,240.236,0.0,70.778,0.0,20,"OLS HAC Newey-West + GLM Poisson (shift), mode=fixed"
v2_intermediate,fixed,fixed,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-13,fixed_at_shock,window_l2_discrepancy,,90,30,90,30,0.04113,1.234,14.8,3.9,25.7,0.432,-0.000472,,,6.0,0.0044,0.346,3,HAC_NW_95pct,14.3,0.0001,0.001,False,92.81,True,0.9103,0.0,145.088,0.0,65.722,0.0,20,"OLS HAC Newey-West + GLM Poisson (shift), mode=fixed"
v2_intermediate,fixed,fixed,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-13,fixed_at_shock,window_l2_discrepancy,,90,30,90,30,-0.00374,-0.1121,-2.8,-31.2,25.6,0.2888,-0.000441,,,4.421,0.0165,0.226,3,HAC_NW_95pct,-3.7,0.0001,0.001,False,91.35,True,0.9778,0.1267,296.398,0.0,74.051,0.0,20,"OLS HAC Newey-West + GLM Poisson (shift), mode=fixed"
v2_intermediate,fixed,fixed,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-28,fixed_at_shock,window_l2_discrepancy,,90,30,90,30,-0.01339,-0.4017,-4.8,-10.9,1.3,0.0702,-8.7e-05,,,4.068,0.0224,0.862,3,HAC_NW_95pct,-4.8,0.0001,0.0,False,99.56,True,0.953,0.0026,69.977,0.0,40.096,0.0049,20,"OLS HAC Newey-West + GLM Poisson (shift), mode=fixed"
v2_intermediate,fixed,fixed,Hormuz (Feb 2026),gasolio,2026-02-28,2026-02-28,fixed_at_shock,window_l2_discrepancy,,90,30,90,30,-0.04275,-1.2824,-32.1,-59.4,-4.7,0.6294,-0.000857,,,4.872,0.0112,0.39,3,HAC_NW_95pct,-35.2,0.0001,0.001,False,92.43,True,0.9923,0.884,160.851,0.0,63.533,0.0,20,"OLS HAC Newey-West + GLM Poisson (shift), mode=fixed"
