metodo,mode,break_method,covariate,evento,carburante,shock,break_date,pre_win_days,post_win_days,n_pre,n_post,abs_effect_avg_eurl,abs_effect_lo_eurl,abs_effect_hi_eurl,abs_effect_cum_eurl,rel_effect_pct,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,p_value_bayesian,posterior_prob_pct,ci_type,note
v5_causalimpact,detected,glm_poisson_02c,none,Ucraina (Feb 2022),benzina,2022-02-24,2022-03-09,30,30,30,31,-0.29415,-1.12438,0.53608,-9.1186,-52.24,-109.4,-418.3,199.4,0.0919,90.8,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected"
v5_causalimpact,detected,glm_poisson_02c,none,Ucraina (Feb 2022),gasolio,2022-02-24,2022-03-11,30,30,30,31,0.33147,-0.07966,0.74261,10.2757,-439.12,256.9,-61.7,575.5,0.6405,35.9,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected"
v5_causalimpact,detected,glm_poisson_02c,none,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-20,30,30,30,31,0.02958,-0.00476,0.06392,0.917,12.59,11.0,-1.8,23.8,0.0,100.0,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected"
v5_causalimpact,detected,glm_poisson_02c,none,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-03,30,30,30,31,0.00561,-0.06281,0.07404,0.174,2.73,4.3,-48.7,57.4,0.0,100.0,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected"
v5_causalimpact,detected,glm_poisson_02c,none,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-26,30,30,30,31,-0.02134,-0.08667,0.04399,-0.6616,-7.65,-7.9,-32.2,16.4,0.0,100.0,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected"
v5_causalimpact,detected,glm_poisson_02c,none,Hormuz (Feb 2026),gasolio,2026-02-28,2026-03-01,30,30,30,31,-0.05511,-0.21136,0.10114,-1.7085,-26.59,-42.7,-163.8,78.4,0.0047,99.5,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected"
