,benzina_eur_l,diesel_eur_l
2021-10-18,0.79283,1.0956700000000001
2021-10-25,0.80708,1.10066
2021-11-01,0.8156599999999999,1.1103399999999999
2021-11-08,0.81387,1.08441
2021-11-15,0.81787,1.08318
2021-11-22,0.78851,1.05681
2021-11-29,0.77607,1.0382799999999999
2021-12-06,0.72464,1.03453
2021-12-13,0.7273200000000001,1.0383499999999999
2021-12-20,0.73278,1.0358
2021-12-27,0.77112,1.043495
2022-01-03,0.8094600000000001,1.05119
2022-01-10,0.80999,1.0763800000000001
2022-01-17,0.8128500000000001,1.08402
2022-01-24,0.81856,1.0635
2022-01-31,0.85572,1.11458
2022-02-07,0.80947,1.19047
2022-02-14,0.8208099999999999,1.18721
2022-02-21,0.8206100000000001,1.18061
2022-02-28,0.86913,1.2489400000000002
2022-03-07,1.01027,1.47838
2022-03-14,0.98709,1.42943
2022-03-21,0.98686,1.52433
2022-03-28,1.0112,1.55702
2022-04-04,0.9768,1.49409
2022-04-11,0.9394199999999999,1.40532
2022-04-18,0.95183,1.436705
2022-04-25,0.96424,1.46809
2022-05-02,1.12016,1.6263800000000002
2022-05-09,1.10476,1.52783
2022-05-16,1.1924000000000001,1.5234400000000001
2022-05-23,1.2001,1.47147
2022-05-30,1.2654100000000001,1.5371700000000001
2022-06-06,1.36992,1.69644
2022-06-13,1.31816,1.71281
2022-06-20,1.26428,1.7462
2022-06-27,1.28247,1.7218499999999999
2022-07-04,1.2238,1.65167
2022-07-11,1.2193399999999999,1.63571
2022-07-18,1.2261600000000001,1.6756199999999999
2022-07-25,1.11283,1.61073
2022-08-01,1.1338499999999998,1.61246
2022-08-08,1.01673,1.5031400000000001
2022-08-15,1.02694,1.52715
2022-08-22,1.03241,1.6001500000000002
2022-08-29,1.0203200000000001,1.66669
2022-09-05,0.96829,1.56622
2022-09-12,0.9396100000000001,1.5558800000000002
2022-09-19,0.95088,1.4389100000000001
2022-09-26,0.93855,1.49319
2022-10-03,1.01752,1.45475
2022-10-10,1.13496,1.64448
2022-10-17,1.1440899999999998,1.64707
2022-10-24,0.97051,1.60384
2022-10-31,0.9527899999999999,1.62798
2022-11-07,0.97733,1.60098
