,benzina_eur_l,diesel_eur_l
2023-01-02,0.8179099999999999,1.16771
2023-01-09,0.8162999999999999,1.1701300000000001
2023-01-16,0.78646,1.1515799999999998
2023-01-23,0.83404,1.18706
2023-01-30,0.84453,1.17738
2023-02-06,0.87033,1.1919000000000002
2023-02-13,0.83565,1.1169
2023-02-20,0.84211,1.09674
2023-02-27,0.84936,1.0951300000000002
2023-03-06,0.83969,1.0765799999999999
2023-03-13,0.86146,1.10803
2023-03-20,0.84694,1.08142
2023-03-27,0.83646,1.0596400000000001
2023-04-03,0.84049,1.05158
2023-04-10,0.85985,1.06448
2023-04-17,0.86549,1.0378699999999998
2023-04-24,0.8784,1.02254
2023-05-01,0.86549,0.9991599999999999
2023-05-08,0.84453,0.9669
2023-05-15,0.81549,0.94351
2023-05-22,0.8017799999999999,0.92013
2023-05-29,0.8122699999999999,0.9314199999999999
2023-06-05,0.80501,0.91287
2023-06-12,0.83565,0.94513
2023-06-19,0.83162,0.9370599999999999
2023-06-26,0.83404,0.9596399999999999
2023-07-03,0.91227,1.04271
2023-07-10,0.78807,0.93383
2023-07-17,0.77436,0.92335
2023-07-24,0.77436,0.92335
2023-07-31,0.81953,0.96529
2023-08-07,0.82436,0.98625
2023-08-14,0.83727,1.0241600000000002
2023-08-21,0.83082,1.0241600000000002
2023-08-28,0.83727,1.0265799999999998
2023-09-04,0.91469,1.10803
2023-09-11,0.88162,1.07416
2023-09-18,0.88727,1.11529
2023-09-25,0.91146,1.13383
2023-10-02,0.8792000000000001,1.12013
2023-10-09,0.87194,1.1669
2023-10-16,0.8792000000000001,1.10803
2023-10-23,0.8792000000000001,1.1233499999999998
2023-10-30,0.88082,1.11448
2023-11-06,0.8380700000000001,1.1096400000000002
2023-11-13,0.81388,1.09351
2023-11-20,0.78485,1.07254
2023-11-27,0.76791,1.05561
2023-12-04,0.74049,1.03383
2023-12-11,0.73646,0.9886699999999999
2023-12-18,0.77759,1.06851
2023-12-25,0.72356,1.01287
2024-01-01,0.69856,0.98545
2024-01-08,0.65904,0.9265800000000001
2024-01-15,0.65904,0.9265800000000001
